rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,CONFIRME_MANQUANT_REFERENTIEL,DECISION_HUMAINE
592,Hay khatabi rue 4 n°32,Nador,Oriental,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,84.130615640599,False,
593,Hay hassani,Al Haouz,Marrakech-Safi,1,Assaki,0.588,Bni Hassane,0.636,Azilal,84.1514143094842,False,
594,Hay elyasmine,Sidi Kacem,Rabat-Salé-Kénitra,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,84.17221297836939,False,
595,Hay eljadid,Larache,Tanger-Tétouan-Al Hoceïma,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,84.19301164725458,False,
596,Idaouzemzeme,Essaouira,Marrakech-Safi,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,84.21381031613977,False,
597,Idaouguelloule,Essaouira,Marrakech-Safi,1,Sidi El Jazouli,0.483,Ida Ou Guelloul,0.897,Agadir-Ida Ou Tanane,84.23460898502496,False,
598,Houciema,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Al Hoceïma,0.667,Haouzia,0.667,El Jadida,84.25540765391015,False,
599,Houara od rahou,Taza,Fès-Meknès,1,Oulad Bourima,0.5,Houara Oulad Raho,0.875,Guercif,84.27620632279535,False,
600,Hors Province,Settat,Casablanca-Settat,1,Ras Al Ain,0.435,Sid Zouine,0.348,Marrakech,84.29700499168054,False,
601,Hmer Iglalcha,Taroudant,Souss-Massa,1,Ahmar Laglalcha,0.786,Ahmar Laglalcha,0.786,Taroudant,84.31780366056573,False,
602,Hkmiss,Tinghir,Drâa-Tafilalet,1,M'Ssici,0.462,Khémisset,0.667,Khemisset,84.33860232945092,False,
603,Hk,Sidi Kacem,Rabat-Salé-Kénitra,1,Tekna,0.286,Chbika,0.5,Tan-Tan,84.35940099833611,False,
604,Hidar,Driouch,Oriental,1,Midar,0.8,Midar,0.8,Driouch,84.38019966722129,False,
605,Hey Mohammadi,Béni Mellal,Béni Mellal-Khénifra,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,84.40099833610648,False,
606,Ait moussa,Zagora,Drâa-Tafilalet,1,Ait Ouallal,0.667,Sidi Moussa,0.762,El Kelâa des Sraghna,84.42179700499167,False,
607,Ait mahdi,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Mait,0.824,Driouch,84.44259567387687,False,
608,Ait maala,Azilal,Béni Mellal-Khénifra,1,Ait Blal,0.706,Ait Mzal,0.824,Chtouka-Aït Baha,84.46339434276206,False,
609,Imouzar Kendr,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.786,Imouzzer Kandar,0.786,Sefrou,84.48419301164725,False,
610,Imgoune,Taroudant,Souss-Massa,1,Bigoudine,0.75,Imsouane,0.8,Agadir-Ida Ou Tanane,84.50499168053244,False,
611,Imgharne,Ouarzazate,Drâa-Tafilalet,1,Idelsane,0.5,Ighzrane,0.75,Taza,84.52579034941763,False,
612,Ikhourba,Béni Mellal,Béni Mellal-Khénifra,1,Boutferda,0.471,Khouribga,0.824,Khouribga,84.54658901830283,False,
613,Ijfi,Driouch,Oriental,1,Ifarni,0.6,Tifni,0.667,Azilal,84.56738768718802,False,
614,Ihoudjjine,Azilal,Béni Mellal-Khénifra,1,Imi N'Oulaoune,0.417,Bigoudine,0.737,Taroudant,84.58818635607321,False,
615,Ihoudjine,Azilal,Béni Mellal-Khénifra,1,Imi N'Oulaoune,0.435,Bigoudine,0.778,Taroudant,84.6089850249584,False,
616,Ihchach,Essaouira,Marrakech-Safi,1,El Hanchane,0.444,Tichla,0.615,Aousserd,84.62978369384359,False,
617,Ighrmloulne,Tinghir,Drâa-Tafilalet,1,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,84.65058236272878,False,
618,Ighrem Amazdar,Tinghir,Drâa-Tafilalet,1,Taghzoute N'Ait Atta,0.412,Ighrem N'Ougdal,0.621,Ouarzazate,84.67138103161398,False,
619,Idaouzemzème,Essaouira,Marrakech-Safi,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,84.69217970049917,False,
620,Jiha-Soufla,Taounate,Fès-Meknès,1,Thar Es-Souk,0.522,Toudgha Essoufla,0.667,Tinghir,84.71297836938436,False,
621,Jida,Tinghir,Drâa-Tafilalet,1,Tinejdad,0.5,Jaidate,0.727,Marrakech,84.73377703826955,False,
622,Jerf lmlha,Sidi Kacem,Rabat-Salé-Kénitra,1,Ain Jemaa,0.421,Jorf El Melha,0.783,Ouezzane,84.75457570715474,False,
623,Jemeât old mimoun,Moulay Yacoub,Fès-Meknès,1,Oulad Mimoun,0.621,Oulad Mimoun,0.621,Moulay Yacoub,84.77537437603993,False,
624,Jamat sidi ghayat,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.5,Zaouiat Sidi Hamza,0.686,Midelt,84.79617304492513,False,
625,Jamaat Lamrasla,Safi,Marrakech-Safi,1,Lamrasla,0.696,Lamrasla,0.696,Safi,84.81697171381032,False,
626,Jabriénne,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Aïn Béida,0.333,Jabria,0.667,Sidi Bennour,84.83777038269551,False,
627,Iwareden,Azilal,Béni Mellal-Khénifra,1,Aït Majden,0.556,Mibladen,0.625,Midelt,84.8585690515807,False,
628,Issakssi,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.462,Isseksi,0.8,Béni Mellal,84.8793677204659,False,
629,Irguita,Taroudant,Souss-Massa,1,Igli,0.545,Tizguite,0.667,Ifrane,84.90016638935109,False,
630,Imzilne,Tinghir,Drâa-Tafilalet,1,Imider,0.615,Idmine,0.769,Agadir-Ida Ou Tanane,84.92096505823628,False,
631,Karouel,Azilal,Béni Mellal-Khénifra,1,Taounza,0.429,Tazroute,0.667,Chefchaouen,84.94176372712147,False,
632,Karoil,Azilal,Béni Mellal-Khénifra,1,Azilal,0.5,Martil,0.667,Tétouan,84.96256239600666,False,
633,Kalaa-Ourache,Taounate,Fès-Meknès,1,Abdelghaya Souahel,0.645,Larache,0.7,Larache,84.98336106489185,False,
634,Kalaa Sraghna,El Kelâa des Sraghna,Marrakech-Safi,1,El Kelâat Es-Sraghna,0.727,El Kelâat Es-Sraghna,0.727,El Kelâa des Sraghna,85.00415973377704,False,
635,Kalaa Magoune,Ouarzazate,Drâa-Tafilalet,1,Amerzgane,0.364,Kalaat M'Gouna,0.815,Tinghir,85.02495840266224,False,
636,Kaa Assrass,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Al Hamra,0.421,Assaisse,0.632,Ouarzazate,85.04575707154743,False,
637,K_Ba_Mohamed,Taounate,Fès-Meknès,1,Sidi Haj M’hamed,0.519,Karia Ba Mohamed,0.714,Moulay Yacoub,85.06655574043262,False,
638,K.Tadla,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.667,Tamda,0.667,Rehamna,85.0873544093178,False,
639,Jnan nokbi,Fès,Fès-Meknès,1,Ain Bida,0.556,Jnane Bouih,0.667,Youssoufia,85.10815307820299,False,
640,Jnan kastiyine,Larache,Tanger-Tétouan-Al Hoceïma,1,Ksar el-Kebir,0.296,Mrhassiyine,0.56,Meknès,85.12895174708818,False,
641,Jnan Ward,Fès,Fès-Meknès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,85.14975041597337,False,
642,Kmis Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.667,Anjra,0.667,Fahs-Anjra,85.17054908485856,False,
643,Khmiss anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.588,Kissane,0.632,Taounate,85.19134775374376,False,
644,Khmiss Anjra,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Mansour,0.348,Kissane,0.632,Taounate,85.21214642262895,False,
645,Khmiss AitAmira,Chtouka-Aït Baha,Souss-Massa,1,Ait Mzal,0.348,Ait Amira,0.667,Inezgane-Aït Melloul,85.23294509151414,False,
646,Khmis Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.625,Khmis Ksiba,0.636,Rehamna,85.25374376039933,False,
647,Khmalca,Taounate,Fès-Meknès,1,Khlalfa,0.714,Khlalfa,0.714,Taounate,85.27454242928452,False,
648,Kharba,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.545,Hrara,0.727,Safi,85.29534109816971,False,
649,Khandak Zeboua,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Al Kharroub,0.4,Had Boumoussa,0.593,Fquih Ben Salah,85.3161397670549,False,
650,"Kelaat M,",Tinghir,Drâa-Tafilalet,1,Kalaat M'Gouna,0.609,Kalaat M'Gouna,0.609,Tinghir,85.3369384359401,False,
651,Kebdani,Nador,Oriental,1,Iksane,0.462,Dar El Kebdani,0.667,Driouch,85.35773710482529,False,
652,Labita od said,Settat,Casablanca-Settat,1,Oulad Saïd,0.667,Ait Said,0.727,Essaouira,85.37853577371048,False,
653,Laazib,Taroudant,Souss-Massa,1,Lamhadi,0.615,Melaab,0.667,Errachidia,85.39933444259567,False,
654,Laayayta,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.211,Oulad Ayyad,0.526,Sefrou,85.42013311148087,False,
655,Laari Chikh,Taounate,Fès-Meknès,1,Aïn Aïcha,0.5,Zaouiat Cheikh,0.64,Khénifra,85.44093178036606,False,
656,Laai chikh,Nador,Oriental,1,Beni Chiker,0.571,Zaouiat Cheikh,0.667,Khénifra,85.46173044925125,False,
657,Laabiate,Sidi Slimane,Rabat-Salé-Kénitra,1,Nouirate,0.5,Laaouinate,0.778,Jerada,85.48252911813644,False,
658,L'Habita,Sefrou,Fès-Meknès,1,Dar El Hamra,0.5,Lgharbia,0.75,Sidi Bennour,85.50332778702163,False,
659,L Foukani,Driouch,Oriental,1,Ifarni,0.533,El Gouraani,0.7,Youssoufia,85.52412645590682,False,
660,Kssibiya,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.444,Kceibya,0.667,Sidi Slimane,85.54492512479202,False,
661,Kssibat,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tassift,0.571,Khmis Ksiba,0.667,Rehamna,85.56572379367721,False,
662,Lmzem,El Kelâa des Sraghna,Marrakech-Safi,1,Zemrane,0.5,Talzemt,0.667,Boulemane,85.5865224625624,False,
663,Lmzam*,Azilal,Béni Mellal-Khénifra,1,Ait M'Hamed,0.353,Mazguitam,0.533,Guercif,85.60732113144759,False,
664,Lhotte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.429,Hattane,0.615,Khouribga,85.62811980033278,False,
665,Lhote,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Tlite,0.6,Ouarzazate,85.64891846921797,False,
666,Lemzar,Zagora,Drâa-Tafilalet,1,Zagora,0.5,Témara,0.667,Skhirate-Témara,85.66971713810317,False,
667,Lbour,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,85.69051580698836,False,
668,Lari Chiekh,Nador,Oriental,1,Beni Chiker,0.545,Larache,0.667,Larache,85.71131447587355,False,
669,Lalla aicha,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,85.73211314475874,False,
670,Lalla Aicha,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,85.75291181364393,False,
671,Lakrimat,Essaouira,Marrakech-Safi,1,Korimate,0.75,Korimate,0.75,Essaouira,85.77371048252911,False,
672,Lakrakra,Settat,Casablanca-Settat,1,Lahouaza,0.5,Laqraqra,0.75,Fquih Ben Salah,85.7945091514143,False,
673,Ait aabou,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.706,Ait Daoud,0.778,Essaouira,85.8153078202995,False,
674,Ait Tisslit,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.545,Tissint,0.667,Tata,85.83610648918469,False,
675,Ait Tislit,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.571,Ait Tamlil,0.7,Azilal,85.85690515806988,False,
676,Ait Sdrat Shel Charqia,Ouarzazate,Drâa-Tafilalet,1,Skoura Ahl El Oust,0.4,Ait Sedrate Sahl Charkia,0.87,Tinghir,85.87770382695507,False,
677,Ait Sdrat Ghrbia,Ouarzazate,Drâa-Tafilalet,1,Ait Oumdis,0.385,Ait Sedrate Sahl El Gharbia,0.744,Tinghir,85.89850249584026,False,
678,Ait Sadrat J oulioa,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.773,Ait Sedrate Jbel El Oulia,0.773,Tinghir,85.91930116472545,False,
679,M'Sasa,Taounate,Fès-Meknès,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,85.94009983361065,False,
680,M'Hirija,Guercif,Oriental,1,Lamrija,0.667,Merija,0.714,Jerada,85.96089850249584,False,
681,M'Hannech,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.5,M'Hajer,0.625,Driouch,85.98169717138103,False,
682,M bekay,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.364,M'Haya,0.615,Moulay Yacoub,86.00249584026622,False,
683,M Bakay,Sefrou,Fès-Meknès,1,Matmata,0.429,M'Haya,0.615,Moulay Yacoub,86.02329450915141,False,
684,Machouar,Tinghir,Drâa-Tafilalet,1,Assoul,0.429,Mançoura,0.75,Taounate,86.0440931780366,False,
685,Machouar,Al Haouz,Marrakech-Safi,1,Aghouatim,0.588,Mançoura,0.75,Taounate,86.0648918469218,False,
686,Maayach,Tinghir,Drâa-Tafilalet,1,Imilchil,0.4,Ayacha,0.769,Larache,86.08569051580699,False,
687,M/bouchta,Taounate,Fès-Meknès,1,Bni Bouchibet,0.636,Moulay Bouchta,0.783,Moulay Yacoub,86.10648918469218,False,
688,"M,Bouchta M,Bouchta",Taounate,Fès-Meknès,1,Bouhouda,0.519,Bouabout,0.593,Chichaoua,86.12728785357737,False,
689,"M, Bakay",Sefrou,Fès-Meknès,1,Matmata,0.4,M'Haya,0.571,Moulay Yacoub,86.14808652246256,False,
690,M'sasa,Taounate,Fès-Meknès,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,86.16888519134775,False,
691,Ait gmat,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Mait,0.875,Driouch,86.18968386023295,False,
692,Ait boyoussef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.75,Ait Haddou Youssef,0.774,Taroudant,86.21048252911814,False,
693,Ait amar ouissa,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.615,Aït Kamra,0.583,Al Hoceïma,86.23128119800333,False,
694,Ait ali imider,Tinghir,Drâa-Tafilalet,1,Imider,0.6,Ait Amira,0.696,Inezgane-Aït Melloul,86.25207986688852,False,
695,Massira 2,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.4,Massa,0.714,Tiznit,86.27287853577371,False,
696,Massira,Taza,Fès-Meknès,1,Msila,0.667,Massa,0.833,Tiznit,86.2936772046589,False,
697,Massira,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Masmouda,0.533,Massa,0.833,Tiznit,86.3144758735441,False,
698,Marjane,Boulemane,Fès-Meknès,1,Boulemane,0.5,Zemrane,0.714,El Kelâa des Sraghna,86.33527454242929,False,
699,Marenniene,Fès,Fès-Meknès,1,Louadaine,0.421,Bni Marghnine,0.609,Driouch,86.35607321131448,False,
700,Mallaha centre,Settat,Casablanca-Settat,1,Machraa Ben Abbou,0.452,Mallalienne,0.64,Tétouan,86.37687188019967,False,
701,Mallaha,Settat,Casablanca-Settat,1,Lahouaza,0.533,Tamallalt,0.625,El Kelâa des Sraghna,86.39767054908486,False,
702,Malhart,Settat,Casablanca-Settat,1,Mniaa,0.5,Al Hamra,0.667,Chefchaouen,86.41846921797006,False,
703,Maksouline,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Tifarouine,0.6,Bni Gmil Maksouline,0.69,Taounate,86.43926788685525,False,
704,Maimouna,Kénitra,Rabat-Salé-Kénitra,1,Ait Malek,0.235,Médiouna,0.75,Nouaceur,86.46006655574043,False,
705,Mahrek Melak,Settat,Casablanca-Settat,1,Ain Blal,0.4,Machraa El Ain,0.615,Taroudant,86.48086522462562,False,
706,Mellaha,Settat,Casablanca-Settat,1,Lahouaza,0.533,Melaab,0.769,Errachidia,86.50166389351081,False,
707,Meghrawa,Taza,Fès-Meknès,1,Maghraoua,0.706,Maghraoua,0.706,Taza,86.522462562396,False,
708,Meghater,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Mohamed Lahmar,0.37,Ghmate,0.714,Al Haouz,86.54326123128119,False,
709,Medina,Essaouira,Marrakech-Safi,1,Tafedna,0.615,Médiouna,0.857,Nouaceur,86.56405990016638,False,
710,Mdiq Fnideq,M'diq-Fnideq,Tanger-Tétouan-Al Hoceïma,1,Fnideq,0.706,Fnideq,0.706,M'diq-Fnideq,86.58485856905158,False,
711,Mbarek lbkay,Sefrou,Fès-Meknès,1,Dar El Hamra,0.417,Majmaa Tolba,0.25,Khemisset,86.60565723793677,False,
712,Mbarek bakay,Sefrou,Fès-Meknès,1,Mtarnagha,0.476,Al Barkanyene,0.48,Berkane,86.62645590682196,False,
713,Mbarek El Bakay,Sefrou,Fès-Meknès,1,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,86.64725457570715,False,
714,Massira I,Taza,Fès-Meknès,1,Msila,0.571,Massa,0.714,Tiznit,86.66805324459234,False,
715,Massira 2,Taza,Fès-Meknès,1,Msila,0.571,Massa,0.714,Tiznit,86.68885191347754,False,
716,Merna,Tinghir,Drâa-Tafilalet,1,Imider,0.545,Merija,0.727,Jerada,86.70965058236273,False,
717,Menzel,Sefrou,Fès-Meknès,1,El Menzel,0.8,El Menzel,0.8,Sefrou,86.73044925124792,False,
718,Menara,Tiznit,Souss-Massa,1,Massa,0.545,Mnasra,0.833,Kénitra,86.75124792013311,False,
719,Menara,Taounate,Fès-Meknès,1,Mezraoua,0.571,Mnasra,0.833,Kénitra,86.7720465890183,False,
720,Menara,Fquih Ben Salah,Béni Mellal-Khénifra,1,Hel Merbaa,0.5,Mnasra,0.833,Kénitra,86.7928452579035,False,
721,Menara,El Kelâa des Sraghna,Marrakech-Safi,1,Lamharra,0.571,Mnasra,0.833,Kénitra,86.81364392678869,False,
722,Menara,Boulemane,Fès-Meknès,1,Ermila,0.333,Mnasra,0.833,Kénitra,86.83444259567388,False,
723,Menara,Azilal,Béni Mellal-Khénifra,1,Demnate,0.462,Mnasra,0.833,Kénitra,86.85524126455907,False,
724,Mellala,Settat,Casablanca-Settat,1,Mniaa,0.5,Mellila,0.857,Benslimane,86.87603993344426,False,
725,Mellaha,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.444,Melaab,0.769,Errachidia,86.89683860232945,False,
726,Mtiwa,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.6,Smià,0.667,Taza,86.91763727121464,False,
727,Mrabih,Sidi Kacem,Rabat-Salé-Kénitra,1,Bab Tiouka,0.375,Lamrabih,0.857,Ouezzane,86.93843594009984,False,
728,Moulay Bouchebla,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.571,Moulay Bouchta,0.867,Moulay Yacoub,86.95923460898503,False,
729,Mouklata,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.471,Oulad Mtaa,0.667,Al Haouz,86.98003327787022,False,
730,Moujahidin,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Bou Jedyane,0.476,Mouarid,0.706,Chichaoua,87.00083194675541,False,
731,Mly El Hassane,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.4,Fam El Hisn,0.64,Assa-Zag,87.0216306156406,False,
732,Mhamid 1 N°31,Al Haouz,Marrakech-Safi,1,Oukaimeden,0.273,M'Hamid El Ghizlane,0.581,Zagora,87.0424292845258,False,
733,Mghassyne,Meknès,Fès-Meknès,1,Mrhassiyine,0.8,Mrhassiyine,0.8,Meknès,87.06322795341099,False,
734,Mezdglia jorf,Sefrou,Fès-Meknès,1,El Menzel,0.364,Mezguita,0.571,Ouarzazate,87.08402662229618,False,
735,Mestitef,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.286,Mesti,0.769,Sidi Ifni,87.10482529118137,False,
736,Mesnana,Guercif,Oriental,1,Saka,0.545,Meskala,0.714,Essaouira,87.12562396006656,False,
737,My abdellah cherif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.629,Moulay Abdellah Amghar,0.7,El Jadida,87.14642262895175,False,
738,My El Hassan,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Arouss,0.364,Fam El Hisn,0.696,Assa-Zag,87.16722129783693,False,
739,My Driss,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.552,M'Diq,0.615,M'diq-Fnideq,87.18801996672212,False,
740,My Dris,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.5,M'Diq,0.667,M'diq-Fnideq,87.20881863560732,False,
741,My Bouaazza,Khénifra,Béni Mellal-Khénifra,1,Ouaoumana,0.5,Moulay Bouazza,0.8,Khemisset,87.2296173044925,False,
742,My BRAHIM,Al Haouz,Marrakech-Safi,1,Moulay Brahim,0.818,Moulay Brahim,0.818,Al Haouz,87.2504159733777,False,
743,My Abdlkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.467,Moulay Abdelkrim,0.815,Moulay Yacoub,87.27121464226289,False,
744,My Abdellah Chrif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.588,Moulay Abdellah Amghar,0.718,El Jadida,87.29201331114808,False,
745,My Abdelkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.516,Moulay Abdelkrim,0.857,Moulay Yacoub,87.31281198003327,False,
746,My Abdelkarim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.5,Moulay Abdelkrim,0.828,Moulay Yacoub,87.33361064891847,False,
747,My Abdelkader,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,87.35440931780366,False,
748,My AHMED CHRIF,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Hadifa,0.417,Moulay Ahmed Cherif,0.848,Taounate,87.37520798668885,False,
749,"N°80,Lot Almostakbal,Bloc3",Inezgane-Aït Melloul,Souss-Massa,1,Ait Melloul,0.167,Talmakante,0.4,Taroudant,87.39600665557404,False,
750,"N°39,Akniss",Taroudant,Souss-Massa,1,Lakhnafif,0.421,Lakhsas,0.471,Tiznit,87.41680532445923,False,
751,"N°20, Rue 958,Hay Salam",Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.256,Oulad Slama,0.424,Kénitra,87.43760399334442,False,
752,N°114 H Biranzarane,Taroudant,Souss-Massa,1,Tinzart,0.4,Bir Anzarane,0.733,Oued Ed-Dahab,87.45840266222962,False,
753,Kcebia,Sidi Slimane,Rabat-Salé-Kénitra,1,Kceibya,0.769,Kceibya,0.769,Sidi Slimane,87.47920133111481,False,
754,"N 222,Hay Alfalah",Chtouka-Aït Baha,Souss-Massa,1,Ait Abdellah,0.483,Ait Harz Allah,0.581,El Hajeb,87.5,False,
755,Médina,Safi,Marrakech-Safi,1,Loualidia,0.4,Médiouna,0.857,Nouaceur,87.52079866888519,False,
756,Médina,Meknès,Fès-Meknès,1,Oued Jdida,0.5,Médiouna,0.857,Nouaceur,87.54159733777038,False,
757,***,Taourirt,Oriental,1,Taourirt,0.0,Zrizer,0.0,Taounate,87.56239600665558,False,
758,Mzlat,Tiznit,Souss-Massa,1,Massa,0.4,Mzilate,0.833,Chichaoua,87.58319467554077,False,
759,Mzioukat Chiadma,Essaouira,Marrakech-Safi,1,Zaouiat Ben Hmida,0.545,Zaouiat Cheikh,0.6,Khénifra,87.60399334442596,False,
760,A S jbel sofla,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Soufla,0.7,Ait Sedrate Jbel El Soufla,0.7,Tinghir,87.62479201331115,False,
761,My youssef,Meknès,Fès-Meknès,1,Ouislane,0.444,Ouled Youssef,0.696,Fquih Ben Salah,87.64559068219634,False,
762,z elbir,Tinghir,Drâa-Tafilalet,1,M'Semrir,0.533,Ksar el-Kebir,0.6,Larache,87.66638935108153,False,
763,My driss,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.552,M'Diq,0.615,M'diq-Fnideq,87.68718801996673,False,
764,Od Rahou Benaissa,Nador,Oriental,1,Beni Ansar,0.444,Sidi Ahmed Benaissa,0.722,Ouezzane,87.70798668885192,False,
765,Od Noual,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.737,Oulad Nouel,0.737,Sidi Kacem,87.72878535773711,False,
766,trik alwahda,Taza,Fès-Meknès,1,Tahla,0.471,Sti Fadma,0.476,Al Haouz,87.7495840266223,False,
767,Od Mbarek,Béni Mellal,Béni Mellal-Khénifra,1,Oulad M'Barek,0.818,Oulad M'Barek,0.818,Béni Mellal,87.7703826955075,False,
768,Od Malrk,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.421,Oulad M'Barek,0.667,Béni Mellal,87.79118136439268,False,
769,Od Kasaba,Taounate,Fès-Meknès,1,Oudka,0.571,Ouled Aissa,0.6,Taroudant,87.81198003327788,False,
770,Od Illoul,Béni Mellal,Béni Mellal-Khénifra,1,Timoulilt,0.444,Oulad Imloul,0.762,El Kelâa des Sraghna,87.83277870216307,False,
771,Od Ghalem,Settat,Casablanca-Settat,1,Toualet,0.5,Ouled Ghanem,0.762,Sidi Bennour,87.85357737104825,False,
772,Od Brhil,Taroudant,Souss-Massa,1,Oulad Berhil,0.8,Oulad Berhil,0.8,Taroudant,87.87437603993344,False,
773,Od Bouchour,Settat,Casablanca-Settat,1,Oulad Abbou,0.545,Bouhlou,0.667,Taza,87.89517470881863,False,
774,Od Belhcen,Larache,Tanger-Tétouan-Al Hoceïma,1,Moulay Bousselham,0.444,Ain Lahcen,0.6,Tétouan,87.91597337770382,False,
775,Od Belahcen,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.444,Ain Lahcen,0.667,Tétouan,87.93677204658901,False,
776,tlat louta,Nador,Oriental,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,87.9575707154742,False,
777,"O, Daoud",Taounate,Fès-Meknès,1,Oulad Daoud,0.737,Oulad Daoud,0.737,Taounate,87.9783693843594,False,
778,O S B,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.375,Oulad Sbih,0.533,El Kelâa des Sraghna,87.99916805324459,False,
779,O Akalay,Taroudant,Souss-Massa,1,Oualqadi,0.5,Saadla,0.571,Safi,88.01996672212978,False,
780,tkhabecht,Driouch,Oriental,1,Tafersit,0.471,Tafetachte,0.632,Essaouira,88.04076539101497,False,
781,Ouadelabid,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.588,Bouadel,0.706,Taounate,88.06156405990016,False,
782,Ouad elabid,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.556,Oulad Saïd,0.762,Settat,88.08236272878536,False,
783,Ouad Almakhazine,Kénitra,Rabat-Salé-Kénitra,1,Oulad Slama,0.593,Oued El Makhazine,0.848,Ouezzane,88.10316139767055,False,
784,Ouaadia,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.769,Oualqadi,0.8,Taroudant,88.12396006655574,False,
