commune_id,commune,province,region,latitude,longitude,temp_mean,precip_annual
227,Assais,Taroudant,Souss-Massa,30.922298,-9.217291,18.171538461538464,407.3384615384615
228,Assaisse,Ouarzazate,Drâa-Tafilalet,30.568617,-7.624178,13.726858974358974,210.7915384615385
229,Assaki,Al Haouz,Marrakech-Safi,30.554904,-8.038249,16.469166666666666,227.33999999999997
230,Assebbab,Guercif,Oriental,33.940624,-3.555837,16.019166666666667,393.306923076923
231,Assif El Mal,Chichaoua,Marrakech-Safi,31.261935,-8.460893,17.629294871794873,420.97923076923075
232,Assilah,Larache,Tanger-Tétouan-Al Hoceïma,35.476958,-6.021511,18.280384615384612,701.6546153846152
233,Assoul,Tinghir,Drâa-Tafilalet,31.965247,-5.170158,14.269358974358974,287.9546153846154
234,Atiamim,Youssoufia,Marrakech-Safi,32.077867,-8.548272,18.52076923076923,234.2992307692308
235,Atouabet,Safi,Marrakech-Safi,31.948442,-9.292693,18.4725,247.41692307692307
236,Ayacha,Larache,Tanger-Tétouan-Al Hoceïma,35.385214,-5.834534,17.397820512820513,847.9346153846155
237,Ayir,Safi,Marrakech-Safi,32.604729,-9.087257,18.305064102564103,333.963076923077
238,Azaghar N'Irs,Tata,Souss-Massa,30.187815,-8.171986,15.65326923076923,371.96538461538466
239,Azemmour,El Jadida,Casablanca-Settat,33.286865,-8.34826,18.498589743589744,331.9484615384615
240,Azghar,Sidi Slimane,Rabat-Salé-Kénitra,34.175562,-5.905287,18.868141025641023,490.69692307692304
241,Azgour,Al Haouz,Marrakech-Safi,31.122801,-8.352737,11.734166666666667,520.063076923077
242,Aziar,Agadir-Ida Ou Tanane,Souss-Massa,30.785576,-9.574129,19.95653846153846,321.6323076923077
243,Azilal,Azilal,Béni Mellal-Khénifra,31.958355,-6.579075,14.269807692307694,624.8176923076923
244,Azla,Tétouan,Tanger-Tétouan-Al Hoceïma,35.529797,-5.283984,16.937820512820515,644.3507692307692
245,Aznaguen,Tata,Souss-Massa,30.323351,-7.443042,16.85352564102564,140.73153846153843
246,Azrar,Tata,Souss-Massa,30.213948,-8.030534,15.47576923076923,308.89692307692303
247,Azrou,Ifrane,Fès-Meknès,33.441332,-5.222665,12.40301282051282,737.0984615384614
248,Azzaba,Sefrou,Fès-Meknès,33.818908,-4.680753,15.366346153846154,672.4246153846154
249,Azzinate,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,35.632042,-5.782892,17.585384615384616,725.8569230769231
250,Aïn Attig,Skhirate-Témara,Rabat-Salé-Kénitra,33.884491,-6.965241,18.276153846153846,405.5946153846153
