rang,Commune_origine,Commune,Province,n_cas,DECISION_HUMAINE,niveau_resolution,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct
904,Ain K ara,Moulay Yacoub,Moulay Yacoub,1,Moulay Yacoub,province,Ain Taoujdate,0.545,Ain Kansra,0.842,Fès,91.78082191780824
905,Ain Chifa,Sefrou,Sefrou,1,Sefrou,province,Ain Timguenai,0.545,Ain Chkef,0.778,Fès,91.85291997116076
906,Ain Chgaga,Sefrou,Sefrou,1,Sefrou,province,Mtarnagha,0.526,Ain Cheggag,0.857,Fès,91.92501802451334
907,hamria,Ouezzane,Ouezzane,1,Ouezzane,province,Lamrabih,0.571,Lamrija,0.769,Guercif,91.9971160778659
908,had mssila,Taza,Taza,1,Taza,province,Msila,0.667,H'Ssyia,0.706,Zagora,92.06921413121846
909,ghigou,Sefrou,Sefrou,1,Sefrou,province,Aït Seghrouchen,0.381,Guigou,0.833,Boulemane,92.14131218457102
910,dépisté à azrou,Larache,Larache,1,Larache,province,Rissana Janoubia,0.452,Ait Sebaa Lajrouf,0.438,Ifrane,92.21341023792358
911,dr doultma,Essaouira,Essaouira,1,Essaouira,province,Sidi Boulaalam,0.5,Dar Oum Soltane,0.64,Meknès,92.28550829127612
912,dr Afra,Ouarzazate,Ouarzazate,1,Ouarzazate,province,Afra,0.727,Afra,0.727,Ouarzazate,92.35760634462868
913,douar ain sora,Taounate,Taounate,1,Taounate,province,Oulad Daoud,0.48,Oulad Ali Mansour,0.645,Chefchaouen,92.42970439798124
914,douar OUDAD,Taounate,Taounate,1,Taounate,province,Oulad Daoud,0.636,Ouaoula,0.667,Azilal,92.50180245133382
915,dalas,Béni Mellal,Béni Mellal,1,Béni Mellal,province,Dir El Ksiba,0.235,Dakhla,0.727,Oued Ed-Dahab,92.57390050468638
916,centre,El Kelâa des Sraghna,El Kelâa des Sraghna,1,El Kelâa des Sraghna,province,Zemrane,0.462,Metrane,0.615,Sidi Bennour,92.64599855803894
917,bouzlne,Taza,Taza,1,Taza,province,Bouyablane,0.706,Boulemane,0.75,Boulemane,92.71809661139147
918,bouramana,Driouch,Driouch,1,Driouch,province,Ourdana,0.75,Ouaoumana,0.778,Khénifra,92.79019466474404
919,bouqorra,Ouezzane,Ouezzane,1,Ouezzane,province,Kalaat Booqorra,0.609,Bouskoura,0.706,Nouaceur,92.8622927180966
920,boujdiane,Larache,Larache,1,Larache,province,Souaken,0.5,Bou Jedyane,0.8,Ouezzane,92.93439077144916
921,boujdian,Larache,Larache,1,Larache,province,Souaken,0.533,Oujda,0.769,Oujda-Angad,93.00648882480174
922,booujediane,Larache,Larache,1,Larache,province,Souaken,0.444,Bou Jedyane,0.818,Ouezzane,93.07858687815428
923,izourka,Tinghir,Tinghir,1,Tinghir,province,Outerbat,0.533,Ourika,0.769,Al Haouz,93.15068493150685
924,imzoudar,Tinghir,Tinghir,1,Tinghir,province,Imider,0.571,Mzoudia,0.8,Chichaoua,93.2227829848594
925,imghrane,Tinghir,Tinghir,1,Tinghir,province,Tinghir,0.533,Ighzrane,0.875,Taza,93.29488103821195
926,ighrmloune,Tinghir,Tinghir,1,Tinghir,province,Aghbalou N'Kerdous,0.5,Tighedouine,0.667,Al Haouz,93.36697909156452
927,ighmnigrane,Tinghir,Tinghir,1,Tinghir,province,Tinghir,0.556,Ighzrane,0.737,Taza,93.43907714491708
928,igherme,Taroudant,Taroudant,1,Taroudant,province,Irherm,0.769,Irherm,0.769,Taroudant,93.51117519826964
929,igermaouas,Driouch,Driouch,1,Driouch,province,Amejjaou,0.444,Ijarmaouas,0.8,Al Hoceïma,93.5832732516222
930,idaogaylat,Taroudant,Taroudant,1,Taroudant,province,Ida Ou Gailal,0.696,Ida Ou Gailal,0.696,Taroudant,93.65537130497476
931,ibrghosne,Tinghir,Tinghir,1,Tinghir,province,Tinghir,0.375,Tighedouine,0.6,Al Haouz,93.72746935832733
932,iazanenn,Nador,Nador,1,Nador,province,Iaazzanene,0.778,Iaazzanene,0.778,Nador,93.79956741167987
933,iatachne,Tinghir,Tinghir,1,Tinghir,province,Aït Hani,0.375,Tafetachte,0.667,Essaouira,93.87166546503244
934,hdida,Tinghir,Tinghir,1,Tinghir,province,Tinejdad,0.462,Haddada,0.667,Kénitra,93.943763518385
935,hay dari,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Tadrart,0.533,Had Dra,0.667,Essaouira,94.01586157173756
936,harmomou,Sefrou,Sefrou,1,Sefrou,province,Ahermoumou,0.778,Ahermoumou,0.778,Sefrou,94.08795962509012
937,harmomo,Sefrou,Sefrou,1,Sefrou,province,Ahermoumou,0.706,Ahermoumou,0.706,Sefrou,94.16005767844268
938,hamria,Taounate,Taounate,1,Taounate,province,Zarkat,0.5,Lamrija,0.769,Guercif,94.23215573179525
939,Aguidir,Chichaoua,Chichaoua,1,Chichaoua,province,Ait Hadi,0.533,Iguidi,0.769,Al Haouz,94.3042537851478
940,Agouidir,Chichaoua,Chichaoua,1,Chichaoua,province,Ighoud,0.571,Agoudim,0.8,Midelt,94.37635183850036
941,Aglou,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Taghazout,0.571,Aghbalou,0.769,Khénifra,94.44844989185292
942,Aghwatime,Al Haouz,Al Haouz,1,Al Haouz,province,Aghouatim,0.778,Aghouatim,0.778,Al Haouz,94.52054794520548
943,Aghbalo K,Sefrou,Sefrou,1,Sefrou,province,Aghbalou Aqorar,0.667,Aghbalou,0.824,Khénifra,94.59264599855804
944,Agdime,Tinghir,Tinghir,1,Tinghir,province,Imider,0.5,Agoudim,0.769,Midelt,94.6647440519106
945,Agdal,Fès,Fès,1,Fès,province,Ain Bida,0.462,Imgdal,0.727,Al Haouz,94.73684210526316
946,Afellaisen,Chichaoua,Chichaoua,1,Chichaoua,province,Afalla Issen,0.818,Afalla Issen,0.818,Chichaoua,94.80894015861573
947,Admam,Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Senada,0.545,Oulad Zmam,0.667,Fquih Ben Salah,94.88103821196827
948,Ad Sayeh,Essaouira,Essaouira,1,Essaouira,province,Sidi Ahmed Essayeh,0.615,Aday,0.667,Assa-Zag,94.95313626532084
949,Abdellah Chefchaouni,Tinghir,Tinghir,1,Tinghir,province,Ferkla El Oulia,0.4,Chefchaouen,0.645,Chefchaouen,95.0252343186734
950,Abdellah Chefchaouni,Ouarzazate,Ouarzazate,1,Ouarzazate,province,Afella N'Dra,0.438,Chefchaouen,0.645,Chefchaouen,95.09733237202596
951,Abdellah Chefchaouni,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Adaghas,0.37,Chefchaouen,0.645,Chefchaouen,95.16943042537852
952,A/Hmmou,Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Izemmouren,0.471,Ait Hammou,0.824,Rehamna,95.24152847873108
953,jnan ward,Fès,Fès,1,Fès,province,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,95.31362653208365
954,jmaat abdellah,Al Haouz,Al Haouz,1,Al Haouz,province,Tameslouht,0.167,Ait Abdellah,0.846,Chtouka-Aït Baha,95.3857245854362
955,municipalité nador,Nador,Nador,1,Nador,province,Nador,0.435,Sidi Ali Ben Hamdouche,0.5,El Jadida,95.45782263878876
956,moujjou,Sefrou,Sefrou,1,Sefrou,province,Ahermoumou,0.588,Boujdour,0.667,Boujdour,95.52992069214132
957,moqrisat,Ouezzane,Ouezzane,1,Ouezzane,province,Brikcha,0.4,Moqrisset,0.824,Chefchaouen,95.60201874549388
958,mirna,Tinghir,Tinghir,1,Tinghir,province,Imider,0.545,Smià,0.667,Taza,95.67411679884644
959,mezguitem,Taza,Taza,1,Taza,province,El Gouzate,0.421,Mezguita,0.824,Ouarzazate,95.746214852199
960,menzel,Sefrou,Sefrou,1,Sefrou,province,El Menzel,0.8,El Menzel,0.8,Sefrou,95.81831290555156
961,marnissa,Taounate,Taounate,1,Taounate,province,Tissa,0.615,Massa,0.769,Tiznit,95.89041095890413
962,lharte,Tinghir,Tinghir,1,Tinghir,province,Aït Elfarsi,0.353,Lahdar,0.667,Youssoufia,95.96250901225667
963,lhart,Tinghir,Tinghir,1,Tinghir,province,Aït Elfarsi,0.375,Lahdar,0.727,Youssoufia,96.03460706560922
964,lbour,Tinghir,Tinghir,1,Tinghir,province,Outerbat,0.462,Bourd,0.8,Al Hoceïma,96.10670511896178
965,laksir,El Hajeb,El Hajeb,1,El Hajeb,province,Iqaddar,0.308,Laqsir,0.833,Moulay Yacoub,96.17880317231436
966,lagnat,Béni Mellal,Béni Mellal,1,Béni Mellal,province,Oulad Gnaou,0.588,Lagnadiz,0.714,Khouribga,96.25090122566692
967,kella,Tinghir,Tinghir,1,Tinghir,province,Toudgha El Oulia,0.381,Mellila,0.667,Benslimane,96.32299927901948
968,karia ba med,Taounate,Taounate,1,Taounate,province,Ras El Oued,0.435,Karia Ba Mohamed,0.857,Moulay Yacoub,96.39509733237205
969,karia ba ahmd,Taounate,Taounate,1,Taounate,province,Aïn Aïcha,0.455,Karia Ba Mohamed,0.828,Moulay Yacoub,96.46719538572458
970,Ai Boussalef,Taza,Taza,1,Taza,province,Bouyablane,0.545,Ait Ouassif,0.696,Tinghir,96.53929343907714
971,regragua,Essaouira,Essaouira,1,Essaouira,province,Sidi Aissa Regragui,0.519,Reggada,0.667,Tiznit,96.6113914924297
972,regraga,Al Haouz,Al Haouz,1,Al Haouz,province,Agafay,0.462,Reggada,0.714,Tiznit,96.68348954578228
973,rass lma,Nador,Nador,1,Nador,province,Hassi Berkane,0.476,Ras El Ma,0.824,Berkane,96.75558759913484
974,rahouana,Nador,Nador,1,Nador,province,Selouane,0.5,Lahouaza,0.75,Settat,96.8276856524874
975,qd ben aouda,Kénitra,Kénitra,1,Kénitra,province,Ben Mansour,0.609,Kariat Ben Aouda,0.714,Ouezzane,96.89978370583994
976,ouledamghar,Driouch,Driouch,1,Driouch,province,Ourdana,0.556,Oulad Amghar,0.87,Al Hoceïma,96.9718817591925
977,oued fes,Fès,Fès,1,Fès,province,Fès,0.545,Oued Zem,0.75,Khouribga,97.04397981254506
978,oued Kasaba,Taounate,Taounate,1,Taounate,province,Oued Jemaa,0.667,Ouled Aissa,0.727,Taroudant,97.11607786589762
979,omyache,Tinghir,Tinghir,1,Tinghir,province,Imilchil,0.4,Rouached,0.667,Fquih Ben Salah,97.18817591925018
980,oled mhala,Taroudant,Taroudant,1,Taroudant,province,Ouled Aissa,0.667,Oued Malha,0.7,Chefchaouen,97.26027397260276
981,oled bouchair,Settat,Settat,1,Settat,province,Oulad Abbou,0.583,Oulad Boughadi,0.741,Khouribga,97.3323720259553
982,oled bouaziri,Settat,Settat,1,Settat,province,Oulad Abbou,0.583,Oulad Bourima,0.692,Taza,97.40447007930786
983,o ghalem,Settat,Settat,1,Settat,province,Toualet,0.533,Ouled Ghanem,0.7,Sidi Bennour,97.47656813266042
984,nakhla,Tétouan,Tétouan,1,Tétouan,province,Azla,0.6,Dakhla,0.833,Oued Ed-Dahab,97.54866618601298
985,my abdelkrim,Taounate,Taounate,1,Taounate,province,Moulay Ahmed Cherif,0.516,Moulay Abdelkrim,0.857,Moulay Yacoub,97.62076423936554
986,my abdelkader,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,97.69286229271808
987,***,Taourirt,Taourirt,1,Taourirt,province,Taourirt,0.0,Zrizer,0.0,Taounate,97.76496034607064
988,15 Gar,Taza,Taza,1,Taza,province,Ras Laksar,0.375,M'Garto,0.615,Khouribga,97.8370583994232
989,zgangan,Nador,Nador,1,Nador,province,Zeghanghane,0.778,Zeghanghane,0.778,Nador,97.90915645277578
990,zegota,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Zaggota,0.769,Zaggota,0.769,Sidi Kacem,97.98125450612834
991,zayo,Nador,Nador,1,Nador,province,Zaïo,0.75,Zaïo,0.75,Nador,98.0533525594809
992,tasouite,Tinghir,Tinghir,1,Tinghir,province,Assoul,0.571,Tagounite,0.824,Zagora,98.12545061283345
993,tarmouchte,Tinghir,Tinghir,1,Tinghir,province,Outerbat,0.444,Tabaroucht,0.8,Béni Mellal,98.197548666186
994,taoujtat,El Hajeb,El Hajeb,1,El Hajeb,province,Agourai,0.533,Tazouta,0.8,Sefrou,98.26964671953856
995,tamlalte,Tinghir,Tinghir,1,Tinghir,province,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,98.34174477289112
996,takkad,Chtouka-Aït Baha,Chtouka-Aït Baha,1,Chtouka-Aït Baha,province,Tabia,0.545,Akka,0.8,Tata,98.4138428262437
997,"sidi med b,lahcen",Taounate,Taounate,1,Taounate,province,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,98.48594087959626
998,sidi kamel,Larache,Larache,1,Larache,province,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,98.5580389329488
999,sidi ahmed tadli,Meknès,Meknès,1,Meknès,province,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,98.63013698630137
1000,sidi ahmed hamed,Essaouira,Essaouira,1,Essaouira,province,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,98.70223503965391
1001,sidi A Tadeli Lalal yaza,Sefrou,Sefrou,1,Sefrou,province,Dar El Hamra,0.389,Sidi Allal Tazi,0.667,Kénitra,98.77433309300648
1002,A/ Chefk,Al Haouz,Al Haouz,1,Al Haouz,province,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,98.84643114635904
1003,tighmatine,Tinghir,Tinghir,1,Tinghir,province,Tilmi,0.533,Tighmi,0.75,Tiznit,98.9185291997116
1004,tazintest,Taroudant,Taroudant,1,Taroudant,province,Tizi N'Test,0.8,Tizi N'Test,0.8,Taroudant,98.99062725306416
1005,tazakhte,Tinghir,Tinghir,1,Tinghir,province,Taghzoute N'Ait Atta,0.357,Taznakht,0.875,Ouarzazate,99.06272530641672
1006,taynza,Tinghir,Tinghir,1,Tinghir,province,Tinejdad,0.286,Taza,0.8,Taza,99.13482335976929
1007,A S gbel sofla,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Jbel El Soufla,0.65,Ait Sedrate Jbel El Soufla,0.65,Tinghir,99.20692141312183
1008,A S Scharkia,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Sahl Charkia,0.667,Assaki,0.667,Al Haouz,99.2790194664744
1009,A S S charkia,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,99.35111751982696
1010,A S Jbel olia,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,99.42321557317952
1011,A S J soufla,Tinghir,Tinghir,1,Tinghir,province,Ferkla Es-Soufla,0.714,Ferkla Es-Soufla,0.714,Tinghir,99.49531362653208
1012,A S J oulia,Tinghir,Tinghir,1,Tinghir,province,Ferkla El Oulia,0.615,Rass Oumlil,0.636,Tan-Tan,99.56741167988464
1013,A H yahya,Tinghir,Tinghir,1,Tinghir,province,Aït Hani,0.471,Ait Yahya,0.778,Midelt,99.6395097332372
1014,7eme BISI,Taza,Taza,1,Taza,province,Msila,0.429,Mesti,0.429,Sidi Ifni,99.71160778658977
1015,7Eme Bsi Melitaire,Taza,Taza,1,Taza,province,Msila,0.435,Ameur Seflia,0.533,Kénitra,99.78370583994231
1016,7Eme Bsi,Taza,Taza,1,Taza,province,Msila,0.462,Mesti,0.615,Sidi Ifni,99.85580389329488
1017,6éme BSI,Taza,Taza,1,Taza,province,Msila,0.462,Mesti,0.615,Sidi Ifni,99.92790194664744
1018,15Eme Gare,Taza,Taza,1,Taza,province,El Gouzate,0.5,M'Garto,0.588,Khouribga,100.0
